route_id,route_short_name,route_long_name,hour,mean_headway_minutes,median_headway_minutes,departures
1 N4,N4,Blanchardstown - Point Village,5,7.0,10.0,5
1 N4,N4,Blanchardstown - Point Village,6,6.11,6.0,9
1 N4,N4,Blanchardstown - Point Village,7,6.11,6.0,9
1 N4,N4,Blanchardstown - Point Village,8,5.4,5.0,10
1 N4,N4,Blanchardstown - Point Village,9,4.5,4.0,12
1 N4,N4,Blanchardstown - Point Village,10,4.5,4.0,12
1 N4,N4,Blanchardstown - Point Village,11,4.5,4.0,12
1 N4,N4,Blanchardstown - Point Village,12,4.5,4.0,12
1 N4,N4,Blanchardstown - Point Village,13,4.5,4.0,12
1 N4,N4,Blanchardstown - Point Village,14,4.5,4.0,12
1 N4,N4,Blanchardstown - Point Village,15,4.5,4.0,12
1 N4,N4,Blanchardstown - Point Village,16,4.5,4.0,12
1 N4,N4,Blanchardstown - Point Village,17,4.5,4.0,12
1 N4,N4,Blanchardstown - Point Village,18,4.5,4.0,12
1 N4,N4,Blanchardstown - Point Village,19,4.5,4.5,12
1 N4,N4,Blanchardstown - Point Village,20,4.5,4.5,12
1 N4,N4,Blanchardstown - Point Village,21,4.5,4.5,12
1 N4,N4,Blanchardstown - Point Village,22,4.5,4.5,12
1 N4,N4,Blanchardstown - Point Village,23,11.0,5.0,5
1 P29 c,P29,Adamstown Stn - Ringsend,7,10.0,10.0,3
1 P29 c,P29,Adamstown Stn - Ringsend,17,20.0,20.0,2
1 S2,S2,Sean Moore Road - Heuston Station,5,15.0,15.0,2
1 S2,S2,Sean Moore Road - Heuston Station,6,6.25,5.0,8
1 S2,S2,Sean Moore Road - Heuston Station,7,6.11,5.0,9
1 S2,S2,Sean Moore Road - Heuston Station,8,5.5,5.0,10
1 S2,S2,Sean Moore Road - Heuston Station,9,9.17,10.0,6
1 S2,S2,Sean Moore Road - Heuston Station,10,7.86,5.0,7
1 S2,S2,Sean Moore Road - Heuston Station,11,7.86,5.0,7
1 S2,S2,Sean Moore Road - Heuston Station,12,7.86,5.0,7
1 S2,S2,Sean Moore Road - Heuston Station,13,7.86,5.0,7
1 S2,S2,Sean Moore Road - Heuston Station,14,7.86,5.0,7
1 S2,S2,Sean Moore Road - Heuston Station,15,7.86,5.0,7
1 S2,S2,Sean Moore Road - Heuston Station,16,7.86,5.0,7
1 S2,S2,Sean Moore Road - Heuston Station,17,7.86,5.0,7
1 S2,S2,Sean Moore Road - Heuston Station,18,7.86,5.0,7
1 S2,S2,Sean Moore Road - Heuston Station,19,7.86,5.0,7
1 S2,S2,Sean Moore Road - Heuston Station,20,7.86,5.0,7
1 S2,S2,Sean Moore Road - Heuston Station,21,7.86,5.0,7
1 S2,S2,Sean Moore Road - Heuston Station,22,7.86,5.0,7
1 S2,S2,Sean Moore Road - Heuston Station,23,15.0,15.0,2
1 X1 a,X1,Kilcoole - Hawkins Street,7,12.5,10.0,4
1 X1 a,X1,Kilcoole - Hawkins Street,17,20.0,20.0,1
1 X2 a,X2,Newcastle - Hawkins Street,6,20.0,20.0,1
1 X2 a,X2,Newcastle - Hawkins Street,7,10.0,10.0,1
1 X25 c,X25,Maynooth - Easton Rd - UCD,7,22.5,22.5,2
1 X25 c,X25,Maynooth - Easton Rd - UCD,16,18.0,18.0,2
1 X25 c,X25,Maynooth - Easton Rd - UCD,17,15.0,15.0,1
1 X26 c,X26,Maynooth - Louisa Bridge - Leeson Street Lower,7,15.0,15.0,2
1 X27 d,X27,Salesian College - Aghards Rd - UCD,7,20.0,20.0,2
1 X27 d,X27,Salesian College - Aghards Rd - UCD,17,19.5,19.5,2
1 X28 d,X28,Salesian College - Celbridge Main St - UCD,7,15.0,15.0,3
1 X28 d,X28,Salesian College - Celbridge Main St - UCD,16,20.0,20.0,1
1 X28 d,X28,Salesian College - Celbridge Main St - UCD,17,10.0,10.0,1
1 X30 d,X30,Dodsboro - UCD,7,15.0,15.0,1
1 X31 c,X31,River Forest - UCD Belfield,7,20.0,20.0,2
1 X31 c,X31,River Forest - UCD Belfield,17,30.0,30.0,1
1 X32 c,X32,Kildare Innovation Campus - UCD Belfield,7,30.0,30.0,1
