route_id,route_short_name,route_long_name,hour,mean_headway_minutes,median_headway_minutes,departures
1 C5 d,C5,Maynooth - Ringsend Night Service,0,3.0,3.0,3
1 C5 d,C5,Maynooth - Ringsend Night Service,1,2.25,2.0,4
1 C5 d,C5,Maynooth - Ringsend Night Service,2,2.25,2.0,4
1 C5 d,C5,Maynooth - Ringsend Night Service,3,3.0,2.0,3
1 C5 d,C5,Maynooth - Ringsend Night Service,4,5.0,5.0,1
1 C5 d,C5,Maynooth - Ringsend Night Service,23,1.5,1.5,2
1 C6 c,C6,Maynooth - Celbridge - Ringsend Night Service,0,1.75,1.0,4
1 C6 c,C6,Maynooth - Celbridge - Ringsend Night Service,1,2.0,2.0,3
1 C6 c,C6,Maynooth - Celbridge - Ringsend Night Service,2,2.0,2.0,3
1 C6 c,C6,Maynooth - Celbridge - Ringsend Night Service,3,2.0,2.0,3
1 C6 c,C6,Maynooth - Celbridge - Ringsend Night Service,4,1.0,1.0,3
1 E1 a,E1,Ballywaltrim - Northwood,0,20.0,20.0,1
1 E1 a,E1,Ballywaltrim - Northwood,1,20.0,20.0,1
1 E1 a,E1,Ballywaltrim - Northwood,2,20.0,20.0,1
1 E1 a,E1,Ballywaltrim - Northwood,3,20.0,20.0,1
1 E1 a,E1,Ballywaltrim - Northwood,4,20.0,20.0,1
1 E1 a,E1,Ballywaltrim - Northwood,5,8.0,10.0,5
1 E1 a,E1,Ballywaltrim - Northwood,6,4.46,5.0,13
1 E1 a,E1,Ballywaltrim - Northwood,7,2.32,2.0,25
1 E1 a,E1,Ballywaltrim - Northwood,8,3.29,3.0,17
1 E1 a,E1,Ballywaltrim - Northwood,9,5.0,5.0,11
1 E1 a,E1,Ballywaltrim - Northwood,10,5.0,5.0,11
1 E1 a,E1,Ballywaltrim - Northwood,11,5.0,5.0,11
1 E1 a,E1,Ballywaltrim - Northwood,12,5.0,5.0,11
1 E1 a,E1,Ballywaltrim - Northwood,13,4.58,5.0,12
1 E1 a,E1,Ballywaltrim - Northwood,14,3.44,3.0,16
1 E1 a,E1,Ballywaltrim - Northwood,15,2.95,3.0,20
1 E1 a,E1,Ballywaltrim - Northwood,16,3.05,3.0,19
1 E1 a,E1,Ballywaltrim - Northwood,17,3.93,4.0,14
1 E1 a,E1,Ballywaltrim - Northwood,18,5.0,5.0,11
1 E1 a,E1,Ballywaltrim - Northwood,19,5.0,5.0,10
1 E1 a,E1,Ballywaltrim - Northwood,20,5.56,5.0,9
1 E1 a,E1,Ballywaltrim - Northwood,21,5.56,5.0,9
1 E1 a,E1,Ballywaltrim - Northwood,22,6.25,5.0,8
1 E1 a,E1,Ballywaltrim - Northwood,23,20.0,20.0,2
1 E2 a,E2,Dun Laoghaire - Harristown,0,5.0,5.0,1
1 E2 a,E2,Dun Laoghaire - Harristown,1,5.0,5.0,1
1 E2 a,E2,Dun Laoghaire - Harristown,2,5.0,5.0,1
1 E2 a,E2,Dun Laoghaire - Harristown,3,5.0,5.0,1
1 E2 a,E2,Dun Laoghaire - Harristown,4,5.0,5.0,1
1 E2 a,E2,Dun Laoghaire - Harristown,5,4.09,5.0,11
1 E2 a,E2,Dun Laoghaire - Harristown,6,2.57,2.0,23
1 E2 a,E2,Dun Laoghaire - Harristown,7,2.11,2.0,27
1 E2 a,E2,Dun Laoghaire - Harristown,8,2.94,2.0,18
1 E2 a,E2,Dun Laoghaire - Harristown,9,3.35,3.0,17
1 E2 a,E2,Dun Laoghaire - Harristown,10,3.0,3.0,19
1 E2 a,E2,Dun Laoghaire - Harristown,11,3.56,3.0,16
1 E2 a,E2,Dun Laoghaire - Harristown,12,3.8,5.0,15
1 E2 a,E2,Dun Laoghaire - Harristown,13,3.17,3.0,18
1 E2 a,E2,Dun Laoghaire - Harristown,14,2.71,3.0,21
1 E2 a,E2,Dun Laoghaire - Harristown,15,3.8,3.0,15
1 E2 a,E2,Dun Laoghaire - Harristown,16,2.38,2.0,24
1 E2 a,E2,Dun Laoghaire - Harristown,17,3.35,3.0,17
1 E2 a,E2,Dun Laoghaire - Harristown,18,3.93,4.0,14
1 E2 a,E2,Dun Laoghaire - Harristown,19,3.67,3.0,15
1 E2 a,E2,Dun Laoghaire - Harristown,20,3.67,3.0,15
1 E2 a,E2,Dun Laoghaire - Harristown,21,3.67,3.0,15
1 E2 a,E2,Dun Laoghaire - Harristown,22,4.17,4.0,12
1 E2 a,E2,Dun Laoghaire - Harristown,23,8.33,5.0,3
1 F1 a,F1,The Square Tallaght - IKEA,0,5.0,5.0,3
1 F1 a,F1,The Square Tallaght - IKEA,1,5.0,5.0,3
1 F1 a,F1,The Square Tallaght - IKEA,2,5.0,5.0,3
1 F1 a,F1,The Square Tallaght - IKEA,3,5.0,5.0,3
1 F1 a,F1,The Square Tallaght - IKEA,4,10.0,10.0,2
1 F1 a,F1,The Square Tallaght - IKEA,5,8.0,4.0,7
1 F1 a,F1,The Square Tallaght - IKEA,6,4.23,4.0,13
1 F1 a,F1,The Square Tallaght - IKEA,7,2.95,3.0,19
1 F1 a,F1,The Square Tallaght - IKEA,8,3.6,4.0,15
1 F1 a,F1,The Square Tallaght - IKEA,9,4.58,5.0,12
1 F1 a,F1,The Square Tallaght - IKEA,10,4.15,4.0,13
1 F1 a,F1,The Square Tallaght - IKEA,11,4.23,4.0,13
1 F1 a,F1,The Square Tallaght - IKEA,12,4.23,4.0,13
1 F1 a,F1,The Square Tallaght - IKEA,13,4.58,4.0,12
1 F1 a,F1,The Square Tallaght - IKEA,14,6.11,5.0,9
1 F1 a,F1,The Square Tallaght - IKEA,15,4.23,3.0,13
1 F1 a,F1,The Square Tallaght - IKEA,16,3.25,3.0,16
1 F1 a,F1,The Square Tallaght - IKEA,17,3.25,3.5,16
1 F1 a,F1,The Square Tallaght - IKEA,18,3.64,4.0,14
1 F1 a,F1,The Square Tallaght - IKEA,19,3.92,4.0,13
1 F1 a,F1,The Square Tallaght - IKEA,20,3.85,4.0,13
1 F1 a,F1,The Square Tallaght - IKEA,21,3.4,4.0,15
1 F1 a,F1,The Square Tallaght - IKEA,22,4.17,5.0,12
1 F1 a,F1,The Square Tallaght - IKEA,23,5.0,5.0,7
1 F2 a,F2,Charlestown SC - Rossmore,0,5.0,5.0,2
1 F2 a,F2,Charlestown SC - Rossmore,1,5.0,5.0,2
1 F2 a,F2,Charlestown SC - Rossmore,2,5.0,5.0,2
1 F2 a,F2,Charlestown SC - Rossmore,3,5.0,5.0,2
1 F2 a,F2,Charlestown SC - Rossmore,4,5.0,5.0,2
1 F2 a,F2,Charlestown SC - Rossmore,5,7.57,5.0,7
1 F2 a,F2,Charlestown SC - Rossmore,6,5.3,5.0,10
1 F2 a,F2,Charlestown SC - Rossmore,7,5.0,5.0,11
1 F2 a,F2,Charlestown SC - Rossmore,8,5.0,4.0,10
1 F2 a,F2,Charlestown SC - Rossmore,9,6.44,5.0,9
1 F2 a,F2,Charlestown SC - Rossmore,10,4.08,3.0,13
1 F2 a,F2,Charlestown SC - Rossmore,11,4.08,3.0,13
1 F2 a,F2,Charlestown SC - Rossmore,12,4.08,3.0,13
1 F2 a,F2,Charlestown SC - Rossmore,13,4.08,3.0,13
1 F2 a,F2,Charlestown SC - Rossmore,14,3.53,3.0,15
1 F2 a,F2,Charlestown SC - Rossmore,15,3.87,3.0,15
1 F2 a,F2,Charlestown SC - Rossmore,16,3.87,3.0,15
1 F2 a,F2,Charlestown SC - Rossmore,17,4.14,3.0,14
1 F2 a,F2,Charlestown SC - Rossmore,18,4.17,3.0,12
1 F2 a,F2,Charlestown SC - Rossmore,19,4.58,5.0,12
1 F2 a,F2,Charlestown SC - Rossmore,20,4.14,3.0,14
1 F2 a,F2,Charlestown SC - Rossmore,21,3.87,3.0,15
1 F2 a,F2,Charlestown SC - Rossmore,22,3.64,3.0,11
1 F2 a,F2,Charlestown SC - Rossmore,23,8.0,5.0,5
1 F3 a,F3,Charlestown SC - Limekiln Avenue,5,8.0,5.0,5
1 F3 a,F3,Charlestown SC - Limekiln Avenue,6,6.11,5.0,9
1 F3 a,F3,Charlestown SC - Limekiln Avenue,7,5.5,5.0,10
1 F3 a,F3,Charlestown SC - Limekiln Avenue,8,6.88,5.0,8
1 F3 a,F3,Charlestown SC - Limekiln Avenue,9,7.14,5.0,7
1 F3 a,F3,Charlestown SC - Limekiln Avenue,10,6.11,5.0,9
1 F3 a,F3,Charlestown SC - Limekiln Avenue,11,6.11,5.0,9
1 F3 a,F3,Charlestown SC - Limekiln Avenue,12,6.11,5.0,9
1 F3 a,F3,Charlestown SC - Limekiln Avenue,13,6.11,5.0,9
1 F3 a,F3,Charlestown SC - Limekiln Avenue,14,5.0,5.0,11
1 F3 a,F3,Charlestown SC - Limekiln Avenue,15,5.0,5.0,11
1 F3 a,F3,Charlestown SC - Limekiln Avenue,16,5.0,5.0,11
1 F3 a,F3,Charlestown SC - Limekiln Avenue,17,5.0,5.0,11
1 F3 a,F3,Charlestown SC - Limekiln Avenue,18,5.56,5.0,9
1 F3 a,F3,Charlestown SC - Limekiln Avenue,19,5.0,5.0,10
1 F3 a,F3,Charlestown SC - Limekiln Avenue,20,5.0,5.0,10
1 F3 a,F3,Charlestown SC - Limekiln Avenue,21,5.0,5.0,10
1 F3 a,F3,Charlestown SC - Limekiln Avenue,22,5.0,5.0,9
1 F3 a,F3,Charlestown SC - Limekiln Avenue,23,5.0,5.0,2
1 G1,G1,Red Cow LUAS - Spencer Dock,0,2.25,1.5,4
1 G1,G1,Red Cow LUAS - Spencer Dock,1,2.67,3.0,3
1 G1,G1,Red Cow LUAS - Spencer Dock,2,2.67,3.0,3
1 G1,G1,Red Cow LUAS - Spencer Dock,3,2.67,3.0,3
1 G1,G1,Red Cow LUAS - Spencer Dock,4,2.67,3.0,3
1 G1,G1,Red Cow LUAS - Spencer Dock,5,6.56,5.0,9
1 G1,G1,Red Cow LUAS - Spencer Dock,6,3.83,3.0,12
1 G1,G1,Red Cow LUAS - Spencer Dock,7,3.5,2.0,16
1 G1,G1,Red Cow LUAS - Spencer Dock,8,3.35,3.0,17
1 G1,G1,Red Cow LUAS - Spencer Dock,9,2.94,2.0,18
1 G1,G1,Red Cow LUAS - Spencer Dock,10,2.55,1.0,20
1 G1,G1,Red Cow LUAS - Spencer Dock,11,3.62,2.0,13
1 G1,G1,Red Cow LUAS - Spencer Dock,12,4.27,2.0,11
1 G1,G1,Red Cow LUAS - Spencer Dock,13,4.27,2.0,11
1 G1,G1,Red Cow LUAS - Spencer Dock,14,3.33,1.0,15
1 G1,G1,Red Cow LUAS - Spencer Dock,15,2.72,2.0,18
1 G1,G1,Red Cow LUAS - Spencer Dock,16,2.68,2.0,22
1 G1,G1,Red Cow LUAS - Spencer Dock,17,3.0,3.0,19
1 G1,G1,Red Cow LUAS - Spencer Dock,18,3.0,2.0,19
1 G1,G1,Red Cow LUAS - Spencer Dock,19,3.86,2.0,14
1 G1,G1,Red Cow LUAS - Spencer Dock,20,4.58,2.5,12
1 G1,G1,Red Cow LUAS - Spencer Dock,21,3.62,2.5,16
1 G1,G1,Red Cow LUAS - Spencer Dock,22,3.62,2.5,16
1 G1,G1,Red Cow LUAS - Spencer Dock,23,6.0,6.0,5
1 G2 a,G2,Liffey Valley SC - Spencer Dock,0,1.33,1.0,3
1 G2 a,G2,Liffey Valley SC - Spencer Dock,1,1.33,1.0,3
1 G2 a,G2,Liffey Valley SC - Spencer Dock,2,1.33,1.0,3
1 G2 a,G2,Liffey Valley SC - Spencer Dock,3,1.6,2.0,5
1 G2 a,G2,Liffey Valley SC - Spencer Dock,4,5.5,5.5,2
1 G2 a,G2,Liffey Valley SC - Spencer Dock,5,9.5,8.5,6
1 G2 a,G2,Liffey Valley SC - Spencer Dock,6,4.91,3.0,11
1 G2 a,G2,Liffey Valley SC - Spencer Dock,7,2.94,3.0,17
1 G2 a,G2,Liffey Valley SC - Spencer Dock,8,2.79,3.0,19
1 G2 a,G2,Liffey Valley SC - Spencer Dock,9,3.46,2.0,13
1 G2 a,G2,Liffey Valley SC - Spencer Dock,10,3.69,2.0,13
1 G2 a,G2,Liffey Valley SC - Spencer Dock,11,3.93,2.0,15
1 G2 a,G2,Liffey Valley SC - Spencer Dock,12,4.21,2.0,14
1 G2 a,G2,Liffey Valley SC - Spencer Dock,13,4.21,2.0,14
1 G2 a,G2,Liffey Valley SC - Spencer Dock,14,3.43,1.5,14
1 G2 a,G2,Liffey Valley SC - Spencer Dock,15,3.22,2.0,18
1 G2 a,G2,Liffey Valley SC - Spencer Dock,16,3.05,2.0,19
1 G2 a,G2,Liffey Valley SC - Spencer Dock,17,2.9,2.0,20
1 G2 a,G2,Liffey Valley SC - Spencer Dock,18,3.0,2.0,19
1 G2 a,G2,Liffey Valley SC - Spencer Dock,19,3.73,2.0,15
1 G2 a,G2,Liffey Valley SC - Spencer Dock,20,3.47,3.0,15
1 G2 a,G2,Liffey Valley SC - Spencer Dock,21,3.57,3.0,14
1 G2 a,G2,Liffey Valley SC - Spencer Dock,22,3.75,3.0,12
1 G2 a,G2,Liffey Valley SC - Spencer Dock,23,4.55,1.0,11
1 H1 c a,H1,Baldoyle - Lower Abbey Street,5,11.2,6.0,5
1 H1 c a,H1,Baldoyle - Lower Abbey Street,6,4.67,4.0,12
1 H1 c a,H1,Baldoyle - Lower Abbey Street,7,4.31,4.0,13
1 H1 c a,H1,Baldoyle - Lower Abbey Street,8,3.8,4.0,15
1 H1 c a,H1,Baldoyle - Lower Abbey Street,9,4.21,3.0,14
1 H1 c a,H1,Baldoyle - Lower Abbey Street,10,3.93,3.0,15
1 H1 c a,H1,Baldoyle - Lower Abbey Street,11,3.87,2.0,15
1 H1 c a,H1,Baldoyle - Lower Abbey Street,12,3.87,1.0,15
1 H1 c a,H1,Baldoyle - Lower Abbey Street,13,3.87,1.0,15
1 H1 c a,H1,Baldoyle - Lower Abbey Street,14,3.93,1.0,15
1 H1 c a,H1,Baldoyle - Lower Abbey Street,15,4.0,2.0,14
1 H1 c a,H1,Baldoyle - Lower Abbey Street,16,3.77,2.0,13
1 H1 c a,H1,Baldoyle - Lower Abbey Street,17,4.45,3.0,11
1 H1 c a,H1,Baldoyle - Lower Abbey Street,18,4.38,3.0,13
1 H1 c a,H1,Baldoyle - Lower Abbey Street,19,4.07,4.0,14
1 H1 c a,H1,Baldoyle - Lower Abbey Street,20,4.46,4.0,13
1 H1 c a,H1,Baldoyle - Lower Abbey Street,21,4.83,4.5,12
1 H1 c a,H1,Baldoyle - Lower Abbey Street,22,4.5,4.5,10
1 H1 c a,H1,Baldoyle - Lower Abbey Street,23,7.8,8.0,5
1 H2 c a,H2,Malahide - Lower Abbey Street,0,10.0,10.0,1
1 H2 c a,H2,Malahide - Lower Abbey Street,5,2.0,2.0,1
1 H2 c a,H2,Malahide - Lower Abbey Street,6,5.86,4.0,7
1 H2 c a,H2,Malahide - Lower Abbey Street,7,5.5,6.0,10
1 H2 c a,H2,Malahide - Lower Abbey Street,8,7.0,5.0,7
1 H2 c a,H2,Malahide - Lower Abbey Street,9,5.33,2.0,6
1 H2 c a,H2,Malahide - Lower Abbey Street,10,5.29,2.0,7
1 H2 c a,H2,Malahide - Lower Abbey Street,11,9.83,6.5,6
1 H2 c a,H2,Malahide - Lower Abbey Street,12,11.8,7.0,5
1 H2 c a,H2,Malahide - Lower Abbey Street,13,11.8,7.0,5
1 H2 c a,H2,Malahide - Lower Abbey Street,14,8.43,4.0,7
1 H2 c a,H2,Malahide - Lower Abbey Street,15,9.5,5.0,6
1 H2 c a,H2,Malahide - Lower Abbey Street,16,8.29,4.0,7
1 H2 c a,H2,Malahide - Lower Abbey Street,17,5.29,4.0,7
1 H2 c a,H2,Malahide - Lower Abbey Street,18,7.4,4.0,5
1 H2 c a,H2,Malahide - Lower Abbey Street,19,6.11,4.0,9
1 H2 c a,H2,Malahide - Lower Abbey Street,20,5.43,4.0,7
1 H2 c a,H2,Malahide - Lower Abbey Street,21,9.0,8.0,5
1 H2 c a,H2,Malahide - Lower Abbey Street,22,7.5,7.5,6
1 H2 c a,H2,Malahide - Lower Abbey Street,23,20.0,20.0,2
1 H3 c a,H3,Howth Summit - Lower Abbey Street,5,7.0,7.0,2
1 H3 c a,H3,Howth Summit - Lower Abbey Street,6,8.8,5.0,5
1 H3 c a,H3,Howth Summit - Lower Abbey Street,7,7.5,5.0,6
1 H3 c a,H3,Howth Summit - Lower Abbey Street,8,4.5,2.0,10
1 H3 c a,H3,Howth Summit - Lower Abbey Street,9,5.67,1.5,6
1 H3 c a,H3,Howth Summit - Lower Abbey Street,10,6.4,1.0,5
1 H3 c a,H3,Howth Summit - Lower Abbey Street,11,6.2,1.0,5
1 H3 c a,H3,Howth Summit - Lower Abbey Street,12,6.6,2.0,5
1 H3 c a,H3,Howth Summit - Lower Abbey Street,13,5.5,2.0,6
1 H3 c a,H3,Howth Summit - Lower Abbey Street,14,5.62,2.0,8
1 H3 c a,H3,Howth Summit - Lower Abbey Street,15,5.11,2.0,9
1 H3 c a,H3,Howth Summit - Lower Abbey Street,16,6.0,4.0,8
1 H3 c a,H3,Howth Summit - Lower Abbey Street,17,6.71,4.0,7
1 H3 c a,H3,Howth Summit - Lower Abbey Street,18,6.0,2.0,8
1 H3 c a,H3,Howth Summit - Lower Abbey Street,19,5.89,4.0,9
1 H3 c a,H3,Howth Summit - Lower Abbey Street,20,5.25,5.0,8
1 H3 c a,H3,Howth Summit - Lower Abbey Street,21,6.62,5.0,8
1 H3 c a,H3,Howth Summit - Lower Abbey Street,22,5.29,5.0,7
1 H3 c a,H3,Howth Summit - Lower Abbey Street,23,8.67,5.0,3
1 L12 a,L12,Ballywaltrim - Bray Dart Station,6,10.0,10.0,2
1 L12 a,L12,Ballywaltrim - Bray Dart Station,7,13.33,10.0,3
1 L12 a,L12,Ballywaltrim - Bray Dart Station,8,13.33,10.0,3
1 L12 a,L12,Ballywaltrim - Bray Dart Station,9,13.33,10.0,3
1 L12 a,L12,Ballywaltrim - Bray Dart Station,10,13.33,10.0,3
1 L12 a,L12,Ballywaltrim - Bray Dart Station,11,13.33,10.0,3
1 L12 a,L12,Ballywaltrim - Bray Dart Station,12,13.33,10.0,3
1 L12 a,L12,Ballywaltrim - Bray Dart Station,13,13.33,10.0,3
1 L12 a,L12,Ballywaltrim - Bray Dart Station,14,13.33,10.0,3
1 L12 a,L12,Ballywaltrim - Bray Dart Station,15,13.33,10.0,3
1 L12 a,L12,Ballywaltrim - Bray Dart Station,16,13.33,10.0,3
1 L12 a,L12,Ballywaltrim - Bray Dart Station,17,13.33,10.0,3
1 L12 a,L12,Ballywaltrim - Bray Dart Station,18,13.33,10.0,3
1 L12 a,L12,Ballywaltrim - Bray Dart Station,19,30.0,30.0,1
1 L12 a,L12,Ballywaltrim - Bray Dart Station,20,30.0,30.0,1
1 L12 a,L12,Ballywaltrim - Bray Dart Station,21,30.0,30.0,1
1 L12 a,L12,Ballywaltrim - Bray Dart Station,22,30.0,30.0,1
1 L12 a,L12,Ballywaltrim - Bray Dart Station,23,30.0,30.0,1
1 L14 a,L14,Southern Cross Road - Palermo,7,30.0,30.0,1
1 L14 a,L14,Southern Cross Road - Palermo,8,30.0,30.0,1
1 L14 a,L14,Southern Cross Road - Palermo,9,30.0,30.0,1
1 L14 a,L14,Southern Cross Road - Palermo,10,30.0,30.0,1
1 L14 a,L14,Southern Cross Road - Palermo,11,30.0,30.0,1
1 L14 a,L14,Southern Cross Road - Palermo,12,30.0,30.0,1
1 L14 a,L14,Southern Cross Road - Palermo,13,30.0,30.0,1
1 L14 a,L14,Southern Cross Road - Palermo,14,30.0,30.0,1
1 L14 a,L14,Southern Cross Road - Palermo,15,30.0,30.0,1
1 L14 a,L14,Southern Cross Road - Palermo,16,30.0,30.0,1
1 L14 a,L14,Southern Cross Road - Palermo,17,30.0,30.0,1
1 L14 a,L14,Southern Cross Road - Palermo,18,30.0,30.0,1
1 L14 a,L14,Southern Cross Road - Palermo,19,30.0,30.0,1
1 L14 a,L14,Southern Cross Road - Palermo,20,30.0,30.0,1
1 L14 a,L14,Southern Cross Road - Palermo,21,30.0,30.0,1
1 L14 a,L14,Southern Cross Road - Palermo,22,30.0,30.0,1
1 L14 a,L14,Southern Cross Road - Palermo,23,30.0,30.0,1
1 L25,L25,Dun Laoghaire - Dundrum Town Centre,6,9.0,10.0,5
1 L25,L25,Dun Laoghaire - Dundrum Town Centre,7,7.5,7.0,6
1 L25,L25,Dun Laoghaire - Dundrum Town Centre,8,7.5,7.5,6
1 L25,L25,Dun Laoghaire - Dundrum Town Centre,9,9.0,10.0,5
1 L25,L25,Dun Laoghaire - Dundrum Town Centre,10,6.43,5.0,7
1 L25,L25,Dun Laoghaire - Dundrum Town Centre,11,6.43,5.0,7
1 L25,L25,Dun Laoghaire - Dundrum Town Centre,12,6.43,5.0,7
1 L25,L25,Dun Laoghaire - Dundrum Town Centre,13,6.43,5.0,7
1 L25,L25,Dun Laoghaire - Dundrum Town Centre,14,6.43,5.0,7
1 L25,L25,Dun Laoghaire - Dundrum Town Centre,15,6.43,5.0,7
1 L25,L25,Dun Laoghaire - Dundrum Town Centre,16,9.0,10.0,5
1 L25,L25,Dun Laoghaire - Dundrum Town Centre,17,9.0,10.0,5
1 L25,L25,Dun Laoghaire - Dundrum Town Centre,18,9.0,10.0,5
1 L25,L25,Dun Laoghaire - Dundrum Town Centre,19,9.0,10.0,5
1 L25,L25,Dun Laoghaire - Dundrum Town Centre,20,7.5,7.5,6
1 L25,L25,Dun Laoghaire - Dundrum Town Centre,21,7.5,7.5,6
1 L25,L25,Dun Laoghaire - Dundrum Town Centre,22,7.5,7.5,6
1 L25,L25,Dun Laoghaire - Dundrum Town Centre,23,13.33,10.0,3
1 L53 c,L53,Liffey Valley - Adamstown Stn,5,13.0,13.0,2
1 L53 c,L53,Liffey Valley - Adamstown Stn,6,9.8,6.0,5
1 L53 c,L53,Liffey Valley - Adamstown Stn,7,7.14,6.0,7
1 L53 c,L53,Liffey Valley - Adamstown Stn,8,9.0,9.0,6
1 L53 c,L53,Liffey Valley - Adamstown Stn,9,5.75,5.0,8
1 L53 c,L53,Liffey Valley - Adamstown Stn,10,5.0,4.0,9
1 L53 c,L53,Liffey Valley - Adamstown Stn,11,5.11,4.0,9
1 L53 c,L53,Liffey Valley - Adamstown Stn,12,5.33,3.0,9
1 L53 c,L53,Liffey Valley - Adamstown Stn,13,5.11,4.0,9
1 L53 c,L53,Liffey Valley - Adamstown Stn,14,6.0,5.0,8
1 L53 c,L53,Liffey Valley - Adamstown Stn,15,6.62,4.5,8
1 L53 c,L53,Liffey Valley - Adamstown Stn,16,5.89,5.0,9
1 L53 c,L53,Liffey Valley - Adamstown Stn,17,5.22,4.0,9
1 L53 c,L53,Liffey Valley - Adamstown Stn,18,5.33,4.0,9
1 L53 c,L53,Liffey Valley - Adamstown Stn,19,5.5,4.0,8
1 L53 c,L53,Liffey Valley - Adamstown Stn,20,4.67,2.0,9
1 L53 c,L53,Liffey Valley - Adamstown Stn,21,7.17,6.0,6
1 L53 c,L53,Liffey Valley - Adamstown Stn,22,10.5,8.5,4
1 L53 c,L53,Liffey Valley - Adamstown Stn,23,9.0,5.0,3
1 L54 b,L54,River Forest - Red Cow Luas,6,15.0,15.0,3
1 L54 b,L54,River Forest - Red Cow Luas,7,11.25,11.5,4
1 L54 b,L54,River Forest - Red Cow Luas,8,15.0,15.0,3
1 L54 b,L54,River Forest - Red Cow Luas,9,15.0,15.0,3
1 L54 b,L54,River Forest - Red Cow Luas,10,15.0,15.0,3
1 L54 b,L54,River Forest - Red Cow Luas,11,15.0,15.0,3
1 L54 b,L54,River Forest - Red Cow Luas,12,30.0,30.0,1
1 L54 b,L54,River Forest - Red Cow Luas,13,30.0,30.0,1
1 L54 b,L54,River Forest - Red Cow Luas,14,30.0,30.0,1
1 L54 b,L54,River Forest - Red Cow Luas,15,30.0,30.0,1
1 L54 b,L54,River Forest - Red Cow Luas,16,18.5,18.5,2
1 L54 b,L54,River Forest - Red Cow Luas,17,30.0,30.0,1
1 L54 b,L54,River Forest - Red Cow Luas,18,30.0,30.0,1
1 L54 b,L54,River Forest - Red Cow Luas,19,30.0,30.0,1
1 L54 b,L54,River Forest - Red Cow Luas,20,30.0,30.0,1
1 L54 b,L54,River Forest - Red Cow Luas,21,30.0,30.0,1
1 L54 b,L54,River Forest - Red Cow Luas,22,30.0,30.0,1
1 L58 b,L58,River Forest - Castletown - Hazelhatch Stn,6,30.0,30.0,1
1 L58 b,L58,River Forest - Castletown - Hazelhatch Stn,7,30.0,30.0,1
1 L58 b,L58,River Forest - Castletown - Hazelhatch Stn,8,18.33,25.0,3
1 L58 b,L58,River Forest - Castletown - Hazelhatch Stn,9,15.0,15.0,2
1 L58 b,L58,River Forest - Castletown - Hazelhatch Stn,10,30.0,30.0,1
1 L58 b,L58,River Forest - Castletown - Hazelhatch Stn,11,30.0,30.0,1
1 L58 b,L58,River Forest - Castletown - Hazelhatch Stn,12,30.0,30.0,1
1 L58 b,L58,River Forest - Castletown - Hazelhatch Stn,13,30.0,30.0,1
1 L58 b,L58,River Forest - Castletown - Hazelhatch Stn,14,17.5,17.5,2
1 L58 b,L58,River Forest - Castletown - Hazelhatch Stn,15,30.0,30.0,1
1 L58 b,L58,River Forest - Castletown - Hazelhatch Stn,16,30.0,30.0,1
1 L58 b,L58,River Forest - Castletown - Hazelhatch Stn,17,30.0,30.0,1
1 L58 b,L58,River Forest - Castletown - Hazelhatch Stn,18,15.0,15.0,2
1 L58 b,L58,River Forest - Castletown - Hazelhatch Stn,19,30.0,30.0,1
1 L58 b,L58,River Forest - Castletown - Hazelhatch Stn,20,30.0,30.0,1
1 L58 b,L58,River Forest - Castletown - Hazelhatch Stn,21,30.0,30.0,1
1 L58 b,L58,River Forest - Castletown - Hazelhatch Stn,22,30.0,30.0,1
1 L58 b,L58,River Forest - Castletown - Hazelhatch Stn,23,13.33,15.0,3
1 L59 b,L59,River Forest - Celbridge - Hazelhatch,6,7.5,7.5,4
1 L59 b,L59,River Forest - Celbridge - Hazelhatch,7,8.33,8.0,6
1 L59 b,L59,River Forest - Celbridge - Hazelhatch,8,7.0,5.0,5
1 L59 b,L59,River Forest - Celbridge - Hazelhatch,9,6.4,2.0,5
1 L59 b,L59,River Forest - Celbridge - Hazelhatch,10,5.86,4.0,7
1 L59 b,L59,River Forest - Celbridge - Hazelhatch,11,6.33,4.0,6
1 L59 b,L59,River Forest - Celbridge - Hazelhatch,12,6.0,5.0,7
1 L59 b,L59,River Forest - Celbridge - Hazelhatch,13,6.0,4.0,7
1 L59 b,L59,River Forest - Celbridge - Hazelhatch,14,5.75,5.0,8
1 L59 b,L59,River Forest - Celbridge - Hazelhatch,15,6.29,5.0,7
1 L59 b,L59,River Forest - Celbridge - Hazelhatch,16,6.43,7.0,7
1 L59 b,L59,River Forest - Celbridge - Hazelhatch,17,6.75,5.5,8
1 L59 b,L59,River Forest - Celbridge - Hazelhatch,18,6.17,4.5,6
1 L59 b,L59,River Forest - Celbridge - Hazelhatch,19,5.57,4.0,7
1 L59 b,L59,River Forest - Celbridge - Hazelhatch,20,6.0,2.5,6
1 L59 b,L59,River Forest - Celbridge - Hazelhatch,21,6.6,2.0,5
1 L59 b,L59,River Forest - Celbridge - Hazelhatch,22,6.4,1.0,5
1 L59 b,L59,River Forest - Celbridge - Hazelhatch,23,4.0,1.5,4
1 N4,N4,Blanchardstown - Point Village,0,18.33,25.0,3
1 N4,N4,Blanchardstown - Point Village,1,18.33,25.0,3
1 N4,N4,Blanchardstown - Point Village,2,18.33,25.0,3
1 N4,N4,Blanchardstown - Point Village,3,18.33,25.0,3
1 N4,N4,Blanchardstown - Point Village,4,18.33,25.0,3
